Ticker,Drug,Stage,Catalyst
DRRX,Remoxy  Chronic pain,CRL,"08/06/2018  CRL issued September 26, 2016. NDA refiled but additional CRL issued August 6, 2018."
PTIE,Remoxy  Chronic pain,CRL,"08/06/2018  CRL issued September 26, 2016. NDA refiled but additional CRL issued August 6, 2018."
BLPH,INOpulse delivery device  Pulmonary Arterial Hypertension (PAH),Phase 3,"08/07/2018  Phase 3 trial stopped due to futility - August 7, 2018."
AMPE,Ampion  Osteoarthritis of the Knee,Phase 3,"08/07/2018  Noted August 7, 2018 that further trials required before filing BLA."
ONCE,SPK-8011  Hemophilia A,Phase 1/2,"08/07/2018  Phase 1/2 data updated data released August 7, 2018. 5/7 patients showed positive FVIII levels, but two patients showed low levels below 5%."
RGNX,RGX-501  Homozygous familial hypercholesterolemia (HoFH),Phase 1/2,"08/08/2018  Phase 1/2 interim data released August 8, 2018. Four SAEs + no improvement in LDL levels of low dose cohort. Further data due 4Q 2018."
UTHR,Orenitram Pulmonary arterial hypertension (PAH),Phase 3,"08/08/2018  Phase 3 data released August 8, 2018. Primary endpoint met."
SBBP,COR-003 (levoketoconazole) - SONICS  Endogenous Cushing’s syndrome,Phase 3,"08/08/2018  Phase 3 data released August 8, 2018. Primary endpoint met."
PRTK,Omadacycline  Acute bacterial skin and skin structure infections (ABSSSI),Approved,"08/08/2018  PDUFA date under priority review estimated October 4, 2018. Advisory Committee Meeting August 8, 2018 voted 14-4 in support of approval."
ALNY,Patisiran Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,Approved,"08/10/2018  FDA Approval announced August 10, 2018."
SNY,Patisiran Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,Approved,"08/10/2018  FDA Approval announced August 10, 2018."
GEMP,Gemcabene  Pediatric Non-Alcoholic Fatty Liver Disease (NAFLD),Phase 2,"08/10/2018  Phase 2 trial terminated - noted August 10, 2018."
TXMD,Segesterone Acetate/ Ethinyl Estradiol  Contraception,Approved,"08/10/2018  FDA Approval announced August 10, 2018."
FOLD,Migalastat  Fabry Disease,Approved,"08/10/2018  FDA Approval announced August 10, 2018."
REGN,EYLEA  Wet AMD,Approved,"08/13/2018  CRL issued August 13, 2018 - ongoing labeling discussions."
AGN,ESMYA (ulipristal acetate)  Uterine Fibroids,CRL,"08/14/2018  CRL issued August 21, 2018."
REGN,Fasinumab  Moderate-to-severe osteoarthritis pain of the hip or knee,Phase 3,"08/16/2018  Phase 3 trial met co-primary endpoints - August 16, 2018. Low dose arms only."
TEVA,Fasinumab  Moderate-to-severe osteoarthritis pain of the hip or knee,Phase 3,"08/16/2018  Phase 3 trial met co-primary endpoints - August 16, 2018. Low dose arms only."
BMY,CM-32 - Opdivo+chemo  Small cell lung cancer (SCLC),Approved,"08/17/2018  FDA approval announced August 17, 2018."
LLY,(MK-3475-189/KEYNOTE-189)  First Line Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC),Approved,"08/20/2018  FDA approval announced August 20, 2018."
MRK,(MK-3475-189/KEYNOTE-189)  First Line Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC),Approved,"08/20/2018  FDA approval announced August 20, 2018."
ESPR,Bempedoic Acid/ Ezetimibe (1002FDC-053)  Hypercholesterolemia,Phase 3,"08/20/2018  Phase 3 data released August 27, 2018."
MNK,Stannsoporfin  Jaundice,CRL,"08/22/2018  CRL issued August 22, 2018."
KALA,INVELTYS  Post‑operative inflammation and pain following cataract surgery,Approved,"08/23/2018  FDA approval announced August 23, 2018."
NVS,BYL719 + fulvestrant  HR + Metastatic breast cancer (MBC),Phase 3,"08/23/2018  Phase 3 trial met primary endpoint - August 23, 2018 with data to be presented at an upcoming medical congress."
ZLAB,Fugan (ZL-3101)  Eczema,Phase 2a,"08/24/2018  Phase 2 top-line data released August 24, 2018. Primary endpoint not met."
BHC,IDP-121 Acne,Approved,"08/24/2018  FDA Approval announced August 24, 2018."
PFE,Tafamidis  TTR amyloid cardiomyopathy,Phase 3,"08/27/2018  Phase 3 positive data released August 27, 2018."
SNNA,SNA-125  Psoriasis,Phase 1/2,"08/27/2018  Phase 1/2 data released August 27, 2018."
ABBV,IMBRUVICA (ibrutinib)  Waldenström’s Macroglobulinemia,Approved,"08/27/2018  FDA approval announced August 27, 2018."
JNJ,IMBRUVICA (ibrutinib)  Waldenström’s Macroglobulinemia,Approved,"08/27/2018  FDA approval announced August 27, 2018."
IONS,Volanesorsen - APPROACH  Familial chylomicronemia syndrome (FCS),CRL,"08/27/2018  CRL issued August 27, 2018."
AKCA,Volanesorsen - APPROACH  Familial chylomicronemia syndrome (FCS),CRL,"08/27/2018  CRL issued August 27, 2018."
TTPH,Eravacycline (TP-434) - IGNITE4  cIAI (complicated intra-abdominal infections),Approved,"08/27/2018  FDA approval announced August 27, 2018."
MRK,Doravirine (MK-1439)  HIV,Approved,"08/30/2018  FDA Approval announced August 30, 2018."
PFE,Domagrozumab  Duchenne muscular dystrophy (DMD),Phase 2,08/30/2018  Phase 2 development terminated due to lack of efficacy.
AZN,Anifrolumab  Lupus,Phase 3,"08/31/2018  Phase 3 TULIP 1 data released August 31, 2018. Primary endpoint not met."
AQST,Sympazan  Lennox-Gastaut Syndrome,Approved,"08/31/2018  Tentative approval announced August 31, 2018."
BCRX,BCX7353 - ZENITH-1  Angioedema attacks in patients with hereditary angioedema (HAE),Phase 2,"09/04/2018  Phase 2 data from first cohort released September 4, 2018 with further data due 1Q 2019."
EYEG,EGP-437  Non-infectious anterior uveitis,Phase 3,"09/04/2018  Phase 3 data did not demonstrate non-inferiority - September 4, 2018."
SPPI,Poziotinib  Non-small cell lung cancer (NSCLC) with exon 20 insertion mutation in EGFR or HER2,Phase 2,"09/05/2018  Phase 2 abstract noted ORR 58%; PFS 5.6 months. Further data to be presented September 24, 2018."
HSGX,NeoCart  Cartilage defects in the knee,Phase 3,"09/05/2018  Phase 3 data released September 5, 2018. Primary endpoint not met. To discuss with FDA possibility of filing BLA."
SGMO,SB-913 - CHAMPIONS  MPS Type 2,Phase 1/2,"09/05/2018  Phase 1/2 initial mixed data released September 5, 2018. Further data due February at the 2019 WORLDSymposium."
PRQR,QR-010 Leber's Congenital Amaurosis (LCA) - Genetic blindness,Phase 1/2,"09/05/2018  Phase 1/2 interim positive data presented September 5, 2018. Phase 2/3 pivotal trial to commence 1H 2019."
LLY,Flortaucipir F 18 (Tau imaging agent)  Alzheimer's disease,Phase 3,"09/05/2018  Phase 3 trial met primary endpoints - September 5, 2018."
GLPG,Filgotinib - TORTUGA  Ankylosing spondylitis,Phase 2,"09/05/2018  Phase 2 data released September 6, 2018. Primary endpoint met."
GILD,Filgotinib - TORTUGA  Ankylosing spondylitis,Phase 2,"09/05/2018  Phase 2 data released September 6, 2018. Primary endpoint met."
IOVA,LN-144  Refractory metastatic melanoma,Phase 2,09/06/2018  Phase 2 update noted ORR 40%.
GSK,Mepolizumab  Chronic obstructive pulmonary disease (COPD) with an eosinophilic phenotype,CRL,"09/07/2018  CRL issued September 7, 2018."
FOLD,ATB200  Pompe Disease,Phase 1/2,"09/10/2018  Pivotal trial to be initiated 2H 2018, insufficient data to award accelerated approval pathway."
MRK,ZERBAXA(ceftolozane and tazobactam)  Hospital-acquired bacterial pneumonia (HABP),-,"09/11/2018  Phase 3 trial met primary endpoints, demonstrating non-inferiority to meropenem - September 11, 2018."
PFE,BAVENCIO (avelumab) and INLYTA (axitinib)  Renal cell carcinoma (RCC),Phase 3,"09/11/2018  Phase 3 interim analysis September 11, 2018 showed improvement in PFS."
GLPG,Filgotinib - FINCH 2  Rheumatoid arthritis (RA),Phase 3,"09/11/2018  Phase 3 data released September 11, 2018. Endpoints met."
GILD,Filgotinib - FINCH 2  Rheumatoid arthritis (RA),Phase 3,"09/11/2018  Phase 3 data released September 11, 2018. Endpoints met."
INCY,Ruxolitinib Atopic dermatitis,Phase 2b,09/12/2018  Phase 2b primary and key secondary endpoints met.
VTL,"VTI-308  Alcohol-induced liver decompensation, or AILD",Phase 3,"09/12/2018  Phase 3 data released September 11, 2018 - endpoints not met."
PGNX,1404  Help visualize prostate cancer by targeting prostate specific membrane antigen (PSMA),Phase 3,09/12/2018  Phase 3 trial met one of two co-primary endpoints.
AZN,Moxetumomab  Cancer - leukaemia,Approved,"09/13/2018  Approval announced September 13, 2018."
ATOS,Endoxifen  Male breast cancer and Gynecomastia,Phase 1,"09/13/2018  Phase 1 preliminary data September 13, 2018 noted drug met safety and tolerability objectives."
TEVA,Fremanezumab  Migraine,Approved,"09/14/2018  FDA Approval announced September 14, 2018."
ARGX,ARGX-113  Immune thrombocytopenia (ITP),Phase 2,"09/17/2018  Phase 2 released September 17, 2018 - well-tolerated"
ZEAL,Dasiglucagon  Severe hypoglycemia in diabetes,Phase 3,"09/18/2018  Phase 3 data released September 18, 2018. Endpoints met."
VKTX,VK2809  Hypercholesterolemia and Non-Alcoholic Fatty Liver Disease,Phase 2,"09/18/2018  Phase 2 data released September 18, 2018 met primary and secondary endpoints."
GALT,GR-MD-02 and pembrolizumab (KEYTRUDA)  Melanoma,Phase 1b,"09/20/2018  Phase 1b data released September 20, 2019. ORR 50%."
GTXI,Enobosarm Postmenopausal women with stress urinary incontinence (SUI),Phase 2,"09/21/2018  Phase 2 data released September 21, 2018 did not meet primary endpoint."
NITE,NSR-RPGR  X-linked Retinitis Pigmentosa,Phase 2/3,"09/22/2018  Phase 1/2 preliminary data released September 22, 2018."
ALXN,Eculizumab  Relapsing Neuromyelitis Optica Spectrum Disorder (NMOSD),Phase 3,"09/24/2018  Phase 3 primary endpoint met - September 24, 2018."
ARNA,Olorinab (APD371)  Pain associated with Crohn's disease,Phase 2,"09/24/2018  Phase 2 data released September 24, 2018."
SNDX,"Entinostat plus Keytruda - ENCORE 601  Recurrent non-small cell lung cancer (NSCLC), colorectal cancer",Phase 1/2,"09/24/2018  Phase 2 updated data to be presented September 24, 2018 did not meet prespecified ORR endpoint."
VSTM,Duvelisib - DUO  Chronic lymphocytic leukemia (CLL)//Small Lymphocytic Lymphoma (SLL)/Follicular Lymphoma,Approved,"09/24/2018  FDA Approval announced September 24, 2018."
AMRN,Vascepa REDUCE-IT outcomes trial  High Triglycerides With Mixed Dyslipidemia,Phase 3,"09/24/2018  Data released September 24, 2018 met primary endpoint."
RXDX,STARTRK-2 entrectinib  Solid tumors - cancer,Phase 2,"09/24/2018  Phase 2 data released September 24, 2018. 77% ORR (STARTRK-2, STARTRK-1 and ALKA trials)."
ANAB,ANB020 - etokimab  Severe adult eosinophilic asthma,Phase 2a,"09/24/2018  Phase 2a data released September 24, 2018."
TGTX,TG-1101 and TGR-1202 - UNITY-CLL study  Chronic Lymphocytic Leukemia (CLL) and non-Hodgkin's Lymphoma (NHL),Phase 3,"09/25/2018  Noted September 25, 2018 that primary analysis will focus on PFS rather than ORR"
FBIO,CK-101  Non-small cell lung cancer (NSCLC) and other solid tumors,Phase 1/2,"09/25/2018  Phase 1/2 preliminary data released September 24, 2018."
CKPT,CK-101  Non-small cell lung cancer (NSCLC) and other solid tumors,Phase 1/2,"09/25/2018  Phase 1/2 preliminary data released September 24, 2018."
LOXO,"LOXO-292  RET-fusion non-small cell lung cancer (NSCLC), medullary thyroid cancer (MTC) and other tumors",Phase 1,"09/25/2018  Phase 1 updated data released September 25, 2018. 68% ORR."
RARX,RA101495 SC  Atypical hemolytic uremic syndrome (aHUS),Phase 1b,"09/26/2018  Phase 1b PK data released September 26, 2018."
ALDX,ADX-102  Dry eye syndrome,Phase 2b,"09/26/2018  Phase 2b data released September 26, 2018."
GERN,Imetelstat - IMbarkStudy  Myelofibrosis,Phase 2,"09/27/2018  Janssen noted September 27, 2018 not to continue collaboration."
JNJ,Imetelstat - IMbarkStudy  Myelofibrosis,Phase 2,"09/27/2018  Janssen noted September 27, 2018 not to continue collaboration."
ADMP,Symjepi - low dose  Anaphylaxis,Approved,"09/27/2018  FDA Approval announced September 27, 2018."
ZEAL,Dasiglucagon  Severe hypoglycemia in diabetes - children,Phase 3,"09/27/2018  Phase 3 trial initiation announced September 27, 2018."
ALNY,Givosiran  Acute hepatic porphyrias,Phase 3,"09/27/2018  Phase 3 positive interim analysis reported September 27, 2018."
NVO,Somapacitan (NN8640) - REAL 3  Adult Growth Hormone Deficiency (AGHD),Phase 3,09/28/2018  Phase 2 AGHD data noted height velocity did not differ significantly compared to Norditropin.
LLY,"Galcanezumab - EVOLVE-1, EVOLVE-2 and REGAIN  Migraine prevention",Approved,"09/28/2018  FDA approval announced September 27, 2018."
REGN,Cemiplimab  Cutaneous squamous cell carcinoma,Approved,"09/28/2018  FDA Approval announced September 28, 2018."
SNY,Cemiplimab  Cutaneous squamous cell carcinoma,Approved,"09/28/2018  FDA Approval announced September 28, 2018."
INSM,ARIKAYCE  Nontuberculous mycobacterial (NTM) lung disease,Approved,"09/28/2018  FDA Approval announced September 28, 2018."
PFE,Dacomitinib  Non-small cell lung cancer (NSCLC),Approved,"09/28/2018  FDA Approval announced September 27, 2018."
BIIB,Raxatrigine - BIIB074 (Nav1.7 inhibitor)  Painful Lumbosacral Radiculopathy (PLSR),Phase 2,09/30/2018  Phase 2 data released September 2018 - primary endpoint not met.
OMER,OMS721  IgA nephropathy,Phase 3,"10/01/2018  Phase 2 data released October 1, 2018 showed only marginal improvement compared with placebo."
ATRS,XYOSTED (testosterone enanthate)  Testosterone deficiency,Approved,"10/01/2018  FDA Approval announced October 1, 2018."
AMGN,KYPROLIS (ARROW)  Multiple Myeloma,Approved,"10/01/2018  FDA approval announced October 1, 2018."
AVRO,AVR-RD-01  Fabry disease,Phase 1/2,"10/01/2018  Phase 2 interim update October 1, 2018."
RNN,RX-3117 in combination with Abraxane  First-line pancreatic cancer,Phase 2a,"10/02/2018  Phase 2 preliminary data noted out of 14 patients; 1CR 3PRs, 8 SD. Full data due 2019."
PRTK,Sarecycline  Severe acne vulgaris,Approved,"10/02/2018  FDA Approval announced October 2, 2018."
AGN,Sarecycline  Severe acne vulgaris,Approved,"10/02/2018  FDA Approval announced October 2, 2018."
LLY,Ultra rapid insulin  Diabetes,Phase 3,"10/02/2018  Phase 3 trial met primary endpoint - noted October 2, 2018."
CLRB,CLR 131  Multiple myeloma,Phase 1,"10/02/2018  Phase 1b data noted OS of 19.4 months - October 2, 2018."
PRTK,Omadacycline  Acute bacterial skin and skin structure infections (ABSSSI),Approved,"10/02/2018  FDA Approval announced October 2, 2018."
PRTK,Omadacycline  Community-acquired bacterial pneumonia (CABP),Approved,"10/02/2018  FDA Approval announced October 2, 2018."
SRPT,Microdystrophin gene therapy  Duchenne muscular dystrophy,Phase 1/2,"10/03/2018  Phase 1/2 updated data released October 3, 2018."
RHHBY,Hemlibra  Hemophilia,Approved,"10/04/2018  FDA Approval announced October 4, 2018."
PGNX,PyL  Prostate cancer,Phase 3,"10/05/2018  Phase 2/3 data noted one of two co-primary endpoints met - October 5, 2018."
IONS,Inotersen (IONIS-TTRRx)  NEURO-TTR - familial amyloid polyneuropathy (FAP).,Approved,"10/05/2018  FDA Approval announced October 5, 2018,"
PTCT,Inotersen (IONIS-TTRRx)  NEURO-TTR - familial amyloid polyneuropathy (FAP).,Approved,"10/05/2018  FDA Approval announced October 5, 2018,"
AKCA,Inotersen (IONIS-TTRRx)  NEURO-TTR - familial amyloid polyneuropathy (FAP).,Approved,"10/05/2018  FDA Approval announced October 5, 2018,"
CYTK,CK-2127107  Limited mobility,Phase 1b,10/05/2018  Phase 1b interim analysis noted lack of efficacy.
CYTK,Reldesemtiv (CK-2127107)  Chronic obstructive pulmonary disease (COPD),Phase 2,"10/05/2018  Phase 2 data did not meet endpoints - October 5, 2018."
MNLO,Serlopitant  Refractory chronic cough,Phase 2,"10/08/2018  Phase 2 data released October 8, 2018. Endpoints not met."
LOXO,"LOXO-292  RET-fusion non-small cell lung cancer (NSCLC), medullary thyroid cancer (MTC) and other tumors",Phase 1,"10/08/2018  Phase 1/2 updated data noted ORR of 59% - October 6, 2018."
BHC,IDP-122 Psoriasis,Approved,"10/08/2018  Tentative FDA Approval announced October 8, 2018. Final approval expected November 2018 pending the expiration of exclusivity for a related product."
XNCR,XmAb5871  Systemic Lupus Erythematosus (SLE),Phase 2,"10/08/2018  Phase 2 top-line data released October 5, 2018. Primary endpoint not met."
CELG,OTEZLA  Scalp Psoriasis,Phase 3,"10/08/2018  Phase 3 primary endpoint met - October 8, 2018."
AFMD,AFM11  Non-Hodgkin lymphoma (NHL) and acute lymphoblastic leukemia (ALL),Phase 1,"10/08/2018  Phase 1 trial placed on clinical hold - October 8, 2018."
MRK,GARDASIL 9  Human Papilloma virus vaccine,Approved,"10/09/2018  Approval announced October 5, 2018."
VRTX,CTX001  Sickle cell disease,Phase 1,"10/10/2018  Phase 1 IND clinical hold released October 10, 2018."
CRSP,CTX001  Sickle cell disease,Phase 1,"10/10/2018  Phase 1 IND clinical hold released October 10, 2018."
IMDZ,CMB305 Soft tissue sarcomas,Phase 3,10/11/2018  Phase 3 trial to be discontinued due to lack of efficacy.
TRVN,Oliceridine (TRV130)  Moderate to severe acute pain,CRL,"10/11/2018  Advisory Committee Meeting October 11, 2018 voted 7-8 against recommending approval."
BMY,CM-331– Opdivo Second-line Small cell lung cancer (SCLC),Phase 3,"10/12/2018  Phase 3 data released October 12, 2018 - primary endpoint not met."
ACRX,DSUVIA (ARX-04)  Moderate-to-severe acute pain following a surgical procedure,Approved,10/12/2018  Advisory Committee Meeting voted 10-3 recommending approval.
KRYS,KB103  Epidermolysis Bullosa,Phase 1/2,10/15/2018  Phase 1/2 interim data on two patients met primary endpoint.
EYPT,YUTIQ  Non-infectious uveitis,Approved,"10/15/2018  FDA approval announced October 15, 2018."
IMGN,Kadcyla (KATHERINE).  HER2-positive breast cancer - residual invasive disease,Phase 3,"10/15/2018  Phase 3 data released October 15, 2018 met primary endpoint."
RHHBY,Kadcyla (KATHERINE).  HER2-positive breast cancer - residual invasive disease,Phase 3,"10/15/2018  Phase 3 data released October 15, 2018 met primary endpoint."
REGN,Dupixent (dupilumab)  Nasal polyps,Phase 3,"10/16/2018  Phase 3 data released October 16, 2018 - primary and secondary endpoints met."
SNY,Dupixent (dupilumab)  Nasal polyps,Phase 3,"10/16/2018  Phase 3 data released October 16, 2018 - primary and secondary endpoints met."
EIGR,Ubenimex - ULTRA Secondary lymphedema,Phase 2,"10/16/2018  Phase 2 data released October 16, 2018 did not meet endpoints."
EIGR,Exendin 9-39  Post-Bariatric Hypoglycemia (PBH),Phase 2,"10/16/2018  Phase 2 data released October 16, 2018 - endpoints met."
PFE,Talazoparib BRCA-mutated breast cancer,Approved,"10/16/2018  FDA Approval announced October 16, 2018."
EIGR,Pegylated Interferon Lambda (LIMT HDV)  Hepatitis delta virus (HDV),Phase 2,"10/17/2018  Phase 2 LIMT positive data released October 17, 2018."
EARS,AM-125  Vertigo,Phase 1,"10/17/2018  Phase 1 data released October 17, 2018 with Phase 2 trials to commence early 2018."
XOMA,ACZ885 (canakinumab) CV risk reduction,CRL,"10/18/2018  CRL announced October 18, 2018."
